t,ID,TICKET,ROLLER_1,ROLLER_2,ROLLER_3,ROLLER_4,ROLLER_5,ROLLER_6,ROLLER_7,ROLLER_8,ROLLER_9,ROLLER_10,PRIORITY_1,PRIORITY_2,PRIORITY_3,PRIORITY_4,PRIORITY_5,PRIORITY_6,PRIORITY_7,PRIORITY_8,PRIORITY_9,PRIORITY_10
26650,6669,1,4,2,2,3,1,3,5,5,0,0,0,0,0,1,0,0,1,1,0,1
26660,6670,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
26670,6671,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1
26680,6672,1,4,5,1,2,1,3,4,1,1,0,1,0,1,0,1,1,1,0,0,0
26690,6673,1,3,3,5,3,3,1,1,2,0,0,0,1,0,1,0,1,0,1,1,1
26700,6674,1,3,5,1,2,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
26710,6675,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
26720,6676,1,4,2,2,2,4,4,2,5,3,0,1,1,0,1,1,0,1,0,0,1
26730,6677,1,3,5,5,2,3,3,2,0,0,0,0,0,0,0,1,1,0,1,0,0
26740,6678,0,5,2,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1
26750,6679,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
26760,6680,0,4,3,4,5,5,5,4,4,0,0,0,1,0,1,0,0,1,0,1,0
26770,6681,1,3,5,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
26780,6682,0,1,2,4,3,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1
26790,6683,0,2,3,1,5,3,3,2,2,2,0,0,1,0,1,0,1,0,0,1,1
26800,6684,1,5,5,1,1,1,4,1,1,5,0,1,0,0,0,1,0,0,1,1,0
26810,6685,1,3,3,2,4,2,3,5,1,3,2,0,0,0,1,0,1,1,0,1,0
26820,6686,1,4,1,4,4,2,5,3,3,0,0,1,0,0,1,0,1,1,1,0,1
26830,6687,1,2,1,4,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
26840,6688,1,3,3,3,1,2,3,4,5,3,1,1,1,1,1,0,0,1,0,1,1
26850,6689,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
26860,6690,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0
26870,6691,0,2,5,5,2,5,5,2,0,0,0,1,0,1,0,1,1,0,1,0,1
26880,6692,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
26890,6693,1,1,5,3,5,4,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0
26900,6694,1,1,2,5,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
26910,6695,1,4,2,5,5,2,2,1,5,0,0,1,1,0,0,1,1,0,0,1,1
26920,6696,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0
26930,6697,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
26940,6698,0,4,2,3,3,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
26950,6699,0,2,2,4,3,3,3,2,3,0,0,1,0,1,1,1,0,1,0,0,1
26960,6700,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
26970,6701,0,1,5,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
26980,6702,0,1,3,1,1,2,2,5,0,0,0,1,0,0,0,0,0,1,1,1,1
26990,6703,1,3,2,1,4,5,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
27000,6704,1,4,5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
27010,6705,1,4,3,2,3,5,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
27020,6706,1,2,1,4,3,1,4,2,2,0,0,1,1,0,0,0,0,0,0,1,0
27030,6707,1,3,5,2,2,4,1,2,0,0,0,1,1,0,1,0,0,0,0,1,0
27040,6708,0,3,2,3,4,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
27050,6709,0,3,4,4,2,4,4,0,0,0,0,0,1,1,1,0,1,0,0,1,1
27060,6710,1,4,4,3,5,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0
27070,6711,0,5,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
27080,6712,1,3,4,2,5,5,5,3,0,0,0,0,1,1,1,0,0,0,1,1,0
27090,6713,1,5,4,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
27100,6714,1,2,2,4,4,3,3,5,0,0,0,1,1,0,0,0,0,0,0,1,0
27110,6715,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1
27120,6716,0,5,2,2,1,4,1,3,1,0,0,1,0,1,1,1,0,0,0,1,0
27130,6717,0,2,2,3,4,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
27140,6718,1,5,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0
27150,6719,0,2,4,3,2,4,5,1,5,0,0,0,0,0,0,1,1,1,1,0,1
27160,6720,0,1,5,2,4,4,3,2,3,1,4,1,0,0,1,1,0,1,1,1,0
27170,6721,1,4,1,3,3,3,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
27180,6722,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
27190,6723,1,4,2,1,5,5,4,4,4,5,1,1,1,0,1,1,1,1,1,1,1
27200,6724,1,4,3,1,2,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1
27210,6725,1,5,5,2,2,3,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0
27220,6726,1,1,1,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
27230,6727,0,1,4,4,1,4,3,1,2,3,5,1,1,0,1,0,0,1,0,1,0
27240,6728,1,4,5,5,5,4,2,4,0,0,0,0,1,0,1,0,1,1,1,0,0
27250,6729,0,5,3,2,2,1,3,0,0,0,0,0,0,1,1,0,1,0,1,1,0
27260,6730,0,3,5,5,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0
27270,6731,1,3,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27280,6732,0,3,1,4,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
27290,6733,1,2,4,1,5,5,3,0,0,0,0,0,1,1,1,0,1,0,1,1,0
27300,6734,0,3,2,5,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
27310,6735,0,3,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
27320,6736,0,4,2,4,1,4,2,3,4,1,5,1,1,0,1,0,0,1,0,1,0
27330,6737,0,4,5,2,1,3,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0
27340,6738,0,2,1,2,1,1,4,1,3,4,0,1,0,0,0,0,1,0,0,1,0
27350,6739,1,4,1,1,5,2,3,3,0,0,0,0,1,1,0,1,1,1,0,1,0
27360,6740,1,5,3,1,2,3,4,4,4,1,0,0,0,1,0,1,1,0,0,1,1
27370,6741,1,5,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
27380,6742,0,1,4,5,3,2,4,0,0,0,0,0,1,0,0,0,1,0,1,1,1
27390,6743,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
27400,6744,0,1,1,4,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1
27410,6745,1,2,1,1,2,4,4,0,0,0,0,0,1,1,1,0,0,0,1,0,0
27420,6746,0,1,1,5,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1
27430,6747,0,3,3,5,3,1,5,3,0,0,0,1,0,1,1,1,0,0,1,1,0
27440,6748,0,4,4,2,3,5,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0
27450,6749,1,3,4,2,4,2,3,4,3,3,0,1,1,0,1,1,0,1,1,1,1
27460,6750,0,5,4,1,1,2,4,2,4,2,2,0,1,0,0,1,1,1,0,0,0
27470,6751,0,5,3,5,1,1,1,4,2,1,3,1,0,1,0,1,1,0,1,0,1
27480,6752,0,4,2,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1
27490,6753,1,5,1,5,5,5,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0
27500,6754,0,2,2,5,4,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
27510,6755,1,5,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
27520,6756,0,2,1,4,3,1,4,4,5,3,0,0,0,0,1,0,1,0,0,0,0
27530,6757,1,5,2,3,2,3,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1
27540,6758,1,2,3,5,5,1,2,1,5,3,0,0,1,1,1,0,1,0,0,1,1
27550,6759,0,1,5,5,5,4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
27560,6760,1,5,5,1,2,4,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0
27570,6761,1,4,4,5,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1
27580,6762,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
27590,6763,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
27600,6764,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
27610,6765,0,2,2,3,2,5,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1
27620,6766,1,4,3,5,5,5,2,1,4,4,4,0,0,0,1,1,0,1,1,0,0
27630,6767,0,3,3,3,1,2,4,0,0,0,0,1,1,0,1,1,1,0,0,1,0
27640,6768,0,2,4,4,5,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
27650,6769,0,3,1,4,3,2,1,2,1,4,0,1,1,0,0,1,1,0,1,0,1
27660,6770,0,4,1,1,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
27670,6771,1,5,5,4,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1
27680,6772,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
27690,6773,1,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
27700,6774,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
27710,6775,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0
27720,6776,0,3,1,2,1,4,1,3,4,0,0,1,0,1,0,0,0,1,0,1,1
27730,6777,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
27740,6778,1,2,3,5,4,3,4,0,0,0,0,0,1,1,0,1,1,1,0,0,0
27750,6779,0,1,5,5,2,2,5,1,5,2,0,1,1,0,0,0,0,0,1,0,0
27760,6780,1,5,2,2,5,2,1,4,0,0,0,0,0,1,1,0,1,0,1,1,0
27770,6781,0,4,2,1,3,3,4,1,5,3,0,0,0,1,1,1,0,1,1,0,0
27780,6782,1,5,2,4,2,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
27790,6783,1,3,2,4,3,3,2,3,4,3,0,0,1,1,0,0,0,1,0,1,0
27800,6784,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
27810,6785,1,1,3,4,4,1,5,5,2,4,0,0,1,0,0,0,0,1,1,0,1
27820,6786,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
27830,6787,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
27840,6788,0,3,2,4,2,1,3,2,2,0,0,1,0,0,1,0,1,0,0,0,1
27850,6789,0,2,3,5,1,3,5,1,5,0,0,1,1,1,0,1,0,0,1,1,0
27860,6790,1,4,5,4,2,4,2,3,0,0,0,0,1,1,0,1,0,0,0,0,1
27870,6791,0,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
27880,6792,0,2,4,4,3,1,4,5,4,3,4,1,1,1,1,1,1,1,1,0,1
27890,6793,1,2,2,1,2,2,5,0,0,0,0,1,0,1,0,0,0,1,1,1,1
27900,6794,0,3,3,3,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27910,6795,0,5,5,1,4,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
27920,6796,1,2,5,1,5,4,2,3,4,0,0,1,0,0,1,1,0,0,0,0,1
27930,6797,1,3,3,1,4,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0
27940,6798,0,5,4,5,2,4,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0
27950,6799,1,2,1,5,3,2,2,2,4,5,2,0,0,1,1,0,1,1,1,0,0
27960,6800,1,3,1,3,2,3,5,5,0,0,0,0,1,0,0,0,1,1,0,0,0
27970,6801,1,3,1,2,1,4,2,1,4,3,2,0,1,0,1,1,1,0,0,0,1
27980,6802,0,2,5,1,4,2,2,1,5,2,0,0,0,0,0,0,1,1,1,0,1
27990,6803,1,3,4,2,1,2,3,0,0,0,0,1,0,1,0,1,0,1,1,1,1
28000,6804,1,5,1,2,2,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
28010,6805,1,3,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
28020,6806,1,4,2,1,3,2,2,1,4,2,0,0,1,0,0,0,0,1,0,1,1
28030,6807,0,1,3,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
28040,6808,1,3,1,2,3,5,5,2,1,1,4,0,0,0,0,1,1,1,0,0,1
28050,6809,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28060,6810,1,4,4,1,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
28070,6811,0,4,2,5,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
28080,6812,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0
28090,6813,1,5,5,4,4,5,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1
28100,6814,0,2,5,1,4,3,4,4,4,0,0,0,1,1,1,0,0,0,0,0,0
28110,6815,1,5,3,5,5,1,4,2,5,1,1,0,0,0,1,0,1,0,1,0,0
28120,6816,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
28130,6817,1,5,5,4,1,1,2,3,1,1,5,1,0,0,0,0,0,1,1,1,1
28140,6818,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
28150,6819,0,5,5,4,5,5,2,2,3,4,0,0,1,1,0,1,0,1,1,0,1
28160,6820,1,3,3,5,5,4,4,1,2,3,5,0,0,1,1,0,0,0,0,1,1
28170,6821,1,1,5,3,1,5,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1
28180,6822,0,2,5,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
28190,6823,0,5,3,1,5,5,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1
28200,6824,0,3,4,4,1,1,5,1,4,2,0,1,0,1,0,1,0,0,0,1,0
28210,6825,0,1,1,4,3,5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
28220,6826,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
28230,6827,1,3,2,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
28240,6828,1,2,4,1,3,3,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1
28250,6829,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
28260,6830,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
28270,6831,1,3,3,2,5,2,4,3,1,0,0,1,0,1,0,0,1,0,0,1,0
28280,6832,0,5,5,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0
28290,6833,1,1,5,3,4,4,4,0,0,0,0,1,1,1,0,1,0,0,1,0,0
28300,6834,1,5,4,2,3,4,3,5,4,5,0,0,0,1,1,1,1,0,0,1,1
28310,6835,0,4,4,4,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
28320,6836,0,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
28330,6837,0,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
28340,6838,1,5,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
28350,6839,1,4,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
28360,6840,0,5,3,2,2,1,2,2,4,5,2,1,0,1,1,1,1,0,1,0,0
28370,6841,0,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
28380,6842,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
28390,6843,0,5,3,2,3,2,2,1,3,0,0,1,1,0,1,1,1,1,1,0,1
28400,6844,1,3,2,5,4,1,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0
28410,6845,0,1,3,4,3,4,2,0,0,0,0,1,1,1,0,0,1,1,0,1,1
28420,6846,0,3,3,4,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
28430,6847,1,3,5,4,2,1,3,0,0,0,0,1,0,1,0,1,1,0,0,1,0
28440,6848,0,4,3,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0
28450,6849,0,3,4,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
28460,6850,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1
28470,6851,0,5,2,2,1,3,4,2,5,0,0,1,1,0,0,1,0,0,1,0,0
28480,6852,1,4,4,5,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
28490,6853,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1
28500,6854,0,4,4,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1
28510,6855,0,1,5,5,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
28520,6856,1,2,3,1,4,3,3,3,3,1,4,1,1,0,0,0,1,1,1,1,1
28530,6857,0,3,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
28540,6858,1,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
28550,6859,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
28560,6860,1,4,5,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
28570,6861,1,5,3,1,5,3,1,4,5,2,2,1,0,1,1,0,0,0,1,0,1
28580,6862,1,1,3,2,5,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
28590,6863,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
28600,6864,0,4,5,3,5,3,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1
28610,6865,1,2,4,4,1,3,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
28620,6866,1,1,4,4,5,2,2,1,2,3,0,1,0,1,1,1,0,1,0,1,0
28630,6867,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
28640,6868,1,4,3,4,3,3,1,5,2,2,2,0,1,1,1,0,0,1,1,0,0
28650,6869,1,1,1,5,1,3,3,5,0,0,0,0,0,1,0,0,1,1,1,0,1
28660,6870,1,5,2,2,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
28670,6871,1,3,1,3,4,3,5,0,0,0,0,1,0,1,0,1,1,0,1,1,1
28680,6872,0,5,1,4,5,1,3,1,1,2,0,1,0,1,1,1,1,0,1,1,1
28690,6873,1,5,4,2,4,4,5,5,2,5,0,1,0,1,0,0,1,0,1,1,1
28700,6874,0,5,5,1,1,1,4,0,0,0,0,1,0,0,0,1,1,1,1,0,0
28710,6875,1,4,5,1,4,1,1,3,1,1,0,0,0,1,0,1,0,1,1,1,0
28720,6876,0,5,5,4,4,5,5,2,5,0,0,0,1,1,1,1,1,1,0,0,0
28730,6877,1,4,3,3,1,3,1,2,5,0,0,1,1,1,1,0,0,0,0,0,1
28740,6878,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
28750,6879,0,2,1,1,1,3,1,4,5,0,0,0,1,1,1,1,1,1,0,0,0
28760,6880,1,3,4,3,4,3,1,4,0,0,0,1,0,1,0,1,1,1,1,0,0
28770,6881,1,4,4,2,3,1,3,1,0,0,0,1,1,0,0,0,0,1,1,1,0
28780,6882,1,4,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
28790,6883,0,5,4,1,1,3,1,2,3,0,0,1,0,1,0,0,0,1,1,1,1
28800,6884,1,1,1,4,2,5,4,3,3,0,0,0,0,1,1,1,1,0,0,0,1
28810,6885,1,5,2,5,5,2,3,3,1,2,5,0,1,1,0,1,1,1,1,1,1
28820,6886,0,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
28830,6887,1,1,4,4,4,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
28840,6888,1,5,5,2,3,1,1,1,2,0,0,1,0,1,1,0,0,1,0,1,0
28850,6889,1,4,2,4,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
28860,6890,1,4,4,1,1,5,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0
28870,6891,1,4,1,4,1,4,2,4,2,5,5,1,0,0,0,1,1,0,1,1,1
28880,6892,0,2,3,1,5,2,3,3,0,0,0,1,1,1,0,1,0,0,1,0,0
28890,6893,1,4,4,3,2,3,1,2,1,4,5,0,0,1,0,1,0,0,0,1,0
28900,6894,0,2,3,4,1,1,4,3,0,0,0,0,1,0,0,1,0,0,0,0,1
28910,6895,0,3,4,2,2,3,4,4,1,5,0,1,1,1,1,1,0,0,0,0,0
28920,6896,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
28930,6897,1,4,3,3,1,3,5,5,4,1,5,0,1,1,1,0,0,0,1,0,0
28940,6898,1,2,1,3,2,5,5,2,3,0,0,0,1,1,1,1,0,0,0,0,1
28950,6899,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
28960,6900,1,3,4,2,4,2,4,3,3,0,0,0,0,0,0,1,1,0,0,0,0
28970,6901,1,5,5,4,1,4,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0
28980,6902,1,5,3,5,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
28990,6903,0,3,4,4,4,1,3,2,1,3,3,0,0,0,1,1,1,1,1,0,1
29000,6904,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
29010,6905,1,5,4,3,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
29020,6906,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
29030,6907,0,3,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
29040,6908,0,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
29050,6909,0,4,4,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
29060,6910,0,3,1,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0
29070,6911,0,4,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
29080,6912,1,1,2,5,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
29090,6913,0,1,1,5,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1
29100,6914,1,3,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
29110,6915,1,2,3,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
29120,6916,0,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1
29130,6917,0,2,3,5,5,2,1,1,4,0,0,1,0,1,0,0,0,0,0,0,1
29140,6918,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
29150,6919,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
29160,6920,0,2,4,2,2,5,5,3,0,0,0,1,0,1,0,1,1,0,1,1,0
29170,6921,0,3,1,3,4,5,4,5,4,2,5,0,1,0,1,1,1,0,1,0,1
29180,6922,0,4,1,3,1,5,2,1,5,2,2,0,0,0,0,1,1,0,1,1,1
29190,6923,0,2,4,2,1,4,2,1,0,0,0,0,1,0,1,1,0,0,1,0,0
29200,6924,0,3,1,4,3,2,5,0,0,0,0,0,0,0,0,1,0,0,1,0,1
29210,6925,0,4,5,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29220,6926,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
29230,6927,0,1,3,2,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1
29240,6928,1,3,2,5,3,1,3,1,0,0,0,1,1,1,0,0,0,1,0,1,0
29250,6929,0,3,2,3,3,3,2,2,3,1,5,0,1,0,1,0,1,0,1,0,0
29260,6930,0,1,3,1,5,4,3,1,1,4,1,0,0,0,0,1,1,1,0,1,1
29270,6931,0,1,2,3,3,3,5,5,0,0,0,0,1,0,1,1,1,0,0,1,1
29280,6932,1,2,3,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0
29290,6933,0,2,1,5,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0
29300,6934,1,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
29310,6935,1,3,4,2,4,3,3,0,0,0,0,1,0,1,0,0,1,0,1,1,0
29320,6936,0,5,5,4,4,4,3,4,1,0,0,0,1,0,0,1,0,0,1,1,0
29330,6937,1,2,5,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
29340,6938,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
29350,6939,1,2,1,5,5,5,4,4,0,0,0,0,1,0,1,1,1,0,0,0,1
29360,6940,0,4,4,5,2,1,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0
29370,6941,0,5,4,3,3,3,4,3,4,0,0,0,0,1,1,1,1,1,1,0,0
29380,6942,1,1,5,1,1,4,5,0,0,0,0,0,1,0,1,0,0,1,0,0,0
29390,6943,1,1,5,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
29400,6944,0,3,1,3,3,3,2,2,3,5,0,0,0,1,1,0,1,1,1,1,1
29410,6945,1,3,3,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0
29420,6946,0,2,3,2,2,4,2,4,0,0,0,0,0,1,1,1,0,1,1,0,0
29430,6947,1,2,1,3,5,5,5,1,0,0,0,1,1,0,1,0,0,1,0,0,0
29440,6948,1,3,5,3,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
29450,6949,0,2,4,1,3,3,3,5,0,0,0,1,1,0,1,1,0,1,0,1,1
29460,6950,1,3,4,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
29470,6951,1,5,1,4,4,3,4,3,3,4,0,1,0,0,0,0,1,1,1,0,0
29480,6952,1,2,3,1,1,4,3,2,4,5,3,0,1,0,1,1,0,1,0,1,1
29490,6953,0,1,1,4,1,4,5,2,5,1,5,0,1,1,0,0,1,1,0,1,0
29500,6954,0,2,2,3,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
29510,6955,1,1,2,4,5,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
