t,ID,TICKET,ROLLER_1,ROLLER_2,ROLLER_3,ROLLER_4,ROLLER_5,ROLLER_6,ROLLER_7,ROLLER_8,ROLLER_9,ROLLER_10,PRIORITY_1,PRIORITY_2,PRIORITY_3,PRIORITY_4,PRIORITY_5,PRIORITY_6,PRIORITY_7,PRIORITY_8,PRIORITY_9,PRIORITY_10
29660,2966,1,4,1,4,5,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
29670,2967,0,1,1,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29680,2968,0,3,5,3,5,3,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
29690,2969,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
29700,2970,0,2,4,3,1,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0
29710,2971,1,4,1,5,2,4,5,1,0,0,0,0,1,1,1,0,1,1,0,0,0
29720,2972,1,1,4,1,4,1,3,2,0,0,0,0,1,0,0,0,1,1,0,0,0
29730,2973,0,2,2,4,5,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
29740,2974,0,5,1,4,2,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
29750,2975,0,5,4,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
29760,2976,1,1,4,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
29770,2977,1,4,5,1,5,5,4,5,0,0,0,0,1,0,0,1,1,0,0,0,0
29780,2978,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
29790,2979,0,1,4,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
29800,2980,0,3,3,1,5,4,3,5,0,0,0,1,0,0,1,0,0,0,0,0,0
29810,2981,1,3,1,2,3,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
29820,2982,1,1,3,2,4,4,2,4,0,0,0,1,0,1,0,1,0,0,0,0,0
29830,2983,0,2,2,4,1,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
29840,2984,0,2,4,5,5,3,5,0,0,0,0,1,1,0,1,1,1,1,0,0,0
29850,2985,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
29860,2986,0,1,5,1,5,1,4,4,0,0,0,0,1,1,1,1,1,1,0,0,0
29870,2987,1,3,4,4,2,1,4,3,0,0,0,0,0,1,0,1,0,0,0,0,0
29880,2988,0,1,1,5,2,1,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0
29890,2989,1,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0
29900,2990,0,1,2,2,1,2,3,1,0,0,0,1,0,1,1,0,1,0,0,0,0
29910,2991,1,4,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29920,2992,1,3,2,2,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
29930,2993,0,4,5,1,2,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
29940,2994,1,2,4,4,2,5,4,5,0,0,0,1,0,1,0,0,1,1,0,0,0
29950,2995,1,2,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
29960,2996,1,2,1,2,3,4,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0
29970,2997,0,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
29980,2998,0,5,1,1,2,5,2,2,0,0,0,1,0,1,0,1,0,1,0,0,0
29990,2999,1,1,1,4,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
30000,3000,1,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
30010,3001,1,4,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
30020,3002,0,3,1,1,3,5,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0
30030,3003,1,5,3,3,2,3,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0
30040,3004,1,1,1,5,4,5,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
30050,3005,1,1,1,1,1,5,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0
30060,3006,1,5,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
30070,3007,1,1,3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
30080,3008,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
30090,3009,1,5,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
30100,3010,0,5,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30110,3011,0,4,1,2,2,2,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0
30120,3012,0,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30130,3013,1,4,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30140,3014,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
30150,3015,0,5,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
30160,3016,1,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
30170,3017,1,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
30180,3018,1,3,4,5,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
30190,3019,0,4,4,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30200,3020,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30210,3021,1,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
30220,3022,0,1,5,3,2,1,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0
30230,3023,1,3,5,3,4,5,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0
30240,3024,1,4,3,1,2,3,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0
30250,3025,0,1,4,2,3,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
30260,3026,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
30270,3027,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
30280,3028,0,1,5,2,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30290,3029,1,5,4,1,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
30300,3030,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
30310,3031,0,3,4,5,2,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
30320,3032,0,4,1,3,1,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
30330,3033,0,1,3,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30340,3034,1,3,2,4,3,3,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0
30350,3035,0,5,1,5,4,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
30360,3036,0,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
30370,3037,1,1,3,2,5,3,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
30380,3038,0,4,1,5,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
30390,3039,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
30400,3040,0,1,1,1,3,5,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
30410,3041,1,3,2,4,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
30420,3042,1,1,3,2,4,4,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
30430,3043,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
30440,3044,1,3,2,1,2,4,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0
30450,3045,0,2,3,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30460,3046,1,5,4,5,1,2,4,0,0,0,0,1,1,0,1,1,1,1,0,0,0
30470,3047,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30480,3048,1,4,1,3,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
30490,3049,0,4,4,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
30500,3050,0,3,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
30510,3051,0,2,1,5,4,3,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0
30520,3052,0,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30530,3053,1,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
30540,3054,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
30550,3055,1,3,2,3,4,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
30560,3056,0,1,2,4,3,2,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0
30570,3057,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
30580,3058,0,2,3,2,4,3,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0
30590,3059,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
30600,3060,0,3,1,3,5,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0
30610,3061,1,2,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30620,3062,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
30630,3063,1,5,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
30640,3064,0,4,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
30650,3065,1,1,5,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
30660,3066,0,5,4,2,4,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30670,3067,1,5,3,4,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
30680,3068,0,2,1,3,4,2,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0
30690,3069,1,3,3,1,5,4,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0
30700,3070,0,3,5,1,2,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
30710,3071,0,5,2,1,4,5,4,2,0,0,0,1,1,0,0,0,0,1,0,0,0
30720,3072,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
30730,3073,0,5,4,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30740,3074,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
30750,3075,1,4,4,4,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
30760,3076,1,3,4,2,5,2,5,0,0,0,0,1,1,1,0,0,0,1,0,0,0
30770,3077,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30780,3078,0,1,2,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
30790,3079,0,1,1,5,3,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
30800,3080,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
30810,3081,0,2,1,4,2,4,5,0,0,0,0,1,1,1,1,0,1,1,0,0,0
30820,3082,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
30830,3083,0,1,4,4,2,5,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0
30840,3084,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
30850,3085,0,5,5,4,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
30860,3086,0,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30870,3087,0,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
30880,3088,1,5,5,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
30890,3089,1,4,2,5,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30900,3090,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
30910,3091,0,1,5,4,2,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
30920,3092,1,4,1,2,1,1,3,5,0,0,0,1,0,0,0,0,1,1,0,0,0
30930,3093,0,2,5,4,4,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
30940,3094,1,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
30950,3095,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
30960,3096,0,2,3,2,5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
30970,3097,0,5,1,4,4,2,4,0,0,0,0,1,0,1,0,1,1,0,0,0,0
30980,3098,0,2,5,3,4,2,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0
30990,3099,1,2,3,1,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
31000,3100,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
31010,3101,0,3,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
31020,3102,1,5,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
31030,3103,0,4,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
31040,3104,0,2,4,4,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
31050,3105,0,5,4,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
31060,3106,1,3,3,2,1,5,5,0,0,0,0,1,0,1,1,0,1,1,0,0,0
31070,3107,1,3,1,4,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31080,3108,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
31090,3109,0,5,5,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
31100,3110,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
31110,3111,1,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
31120,3112,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
31130,3113,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
31140,3114,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
31150,3115,0,2,4,5,3,3,4,2,0,0,0,1,1,1,1,1,1,1,0,0,0
31160,3116,0,1,2,2,5,2,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
31170,3117,0,3,5,4,5,3,1,3,0,0,0,1,1,1,1,0,1,0,0,0,0
31180,3118,1,4,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
31190,3119,1,4,1,1,5,2,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0
31200,3120,0,1,4,4,4,3,3,3,0,0,0,0,1,0,0,1,1,0,0,0,0
31210,3121,0,3,5,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31220,3122,1,1,5,4,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
31230,3123,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
31240,3124,1,2,2,4,1,3,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0
31250,3125,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31260,3126,1,1,1,5,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
31270,3127,1,3,2,4,1,5,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0
31280,3128,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
31290,3129,0,5,1,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
31300,3130,1,2,3,4,3,4,4,0,0,0,0,1,1,1,1,1,1,0,0,0,0
31310,3131,0,2,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
31320,3132,0,3,5,4,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31330,3133,0,5,2,2,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
31340,3134,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
31350,3135,0,2,3,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
31360,3136,1,1,3,4,3,3,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0
31370,3137,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
31380,3138,0,2,5,1,5,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0
31390,3139,1,4,5,5,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
31400,3140,0,2,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
31410,3141,0,5,4,3,4,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31420,3142,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31430,3143,0,1,3,5,2,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0
31440,3144,1,3,5,1,2,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
31450,3145,1,5,3,2,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
31460,3146,1,3,5,2,3,3,4,0,0,0,0,1,0,0,0,1,1,1,0,0,0
31470,3147,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31480,3148,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
31490,3149,0,1,5,4,5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
31500,3150,0,3,3,5,2,4,5,0,0,0,0,1,0,1,1,0,0,0,0,0,0
31510,3151,1,4,4,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
31520,3152,1,4,1,1,1,5,5,5,0,0,0,1,1,0,1,0,0,1,0,0,0
31530,3153,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
31540,3154,0,4,4,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
31550,3155,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31560,3156,1,3,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31570,3157,0,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
31580,3158,1,1,4,4,5,2,5,4,0,0,0,1,0,1,1,0,0,1,0,0,0
31590,3159,1,1,5,4,1,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0
31600,3160,0,2,4,5,3,3,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0
31610,3161,0,4,1,4,1,5,5,3,0,0,0,0,0,0,0,1,1,0,0,0,0
31620,3162,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
31630,3163,1,3,2,2,3,4,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
31640,3164,1,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31650,3165,0,1,3,4,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
31660,3166,1,1,3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
31670,3167,1,2,2,2,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
31680,3168,0,2,1,2,1,4,3,5,0,0,0,0,1,1,1,1,1,0,0,0,0
31690,3169,1,2,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
31700,3170,1,3,1,5,2,1,5,1,0,0,0,0,0,1,1,0,1,0,0,0,0
31710,3171,0,3,5,3,5,5,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
31720,3172,1,3,5,2,1,1,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0
31730,3173,0,2,3,1,4,4,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0
31740,3174,1,3,4,1,2,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
31750,3175,1,5,5,4,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
31760,3176,0,2,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
31770,3177,1,1,2,1,2,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31780,3178,1,3,4,2,2,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0
31790,3179,0,5,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
31800,3180,1,1,3,2,1,1,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31810,3181,0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
31820,3182,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
31830,3183,0,3,4,3,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
31840,3184,1,2,2,1,5,5,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0
31850,3185,1,5,2,5,4,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
31860,3186,1,2,4,5,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
31870,3187,0,4,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
31880,3188,1,3,5,4,5,4,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
31890,3189,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
31900,3190,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
31910,3191,0,2,1,4,5,2,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0
31920,3192,1,4,5,4,1,3,3,0,0,0,0,1,0,1,0,1,0,1,0,0,0
31930,3193,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
31940,3194,0,5,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
31950,3195,1,3,3,1,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
31960,3196,0,1,1,4,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31970,3197,0,5,5,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
31980,3198,0,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31990,3199,1,5,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
32000,3200,1,5,5,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
32010,3201,0,4,1,2,3,5,4,0,0,0,0,1,0,1,0,0,1,1,0,0,0
32020,3202,0,2,2,5,1,1,3,1,0,0,0,1,0,1,0,1,1,0,0,0,0
32030,3203,0,5,2,3,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0
32040,3204,1,4,3,3,3,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
32050,3205,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
32060,3206,1,3,4,1,1,3,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0
32070,3207,0,2,5,4,1,5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
32080,3208,1,2,4,4,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
32090,3209,0,1,4,4,3,4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
32100,3210,0,4,5,1,5,5,4,0,0,0,0,1,0,1,1,0,1,1,0,0,0
32110,3211,0,2,4,2,2,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
32120,3212,0,3,3,2,5,5,2,4,0,0,0,0,1,1,1,0,0,0,0,0,0
32130,3213,0,5,1,1,3,3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
32140,3214,1,1,3,4,4,1,4,5,0,0,0,1,0,0,0,1,1,0,0,0,0
32150,3215,1,4,4,2,1,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
32160,3216,0,3,3,1,3,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
32170,3217,1,2,5,3,2,2,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0
32180,3218,0,1,2,3,1,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
32190,3219,1,2,5,3,2,5,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
32200,3220,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32210,3221,1,3,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
32220,3222,1,1,5,3,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
32230,3223,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
32240,3224,0,5,3,1,3,3,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0
32250,3225,0,3,5,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
32260,3226,0,2,1,5,4,2,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0
32270,3227,0,5,4,2,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
32280,3228,0,4,1,4,1,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0
32290,3229,1,5,3,3,3,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
32300,3230,1,5,4,3,4,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
32310,3231,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
32320,3232,1,1,4,4,2,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
32330,3233,1,5,2,4,4,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
32340,3234,0,5,5,3,5,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32350,3235,1,5,3,3,1,1,3,1,0,0,0,1,0,1,0,1,1,0,0,0,0
32360,3236,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
32370,3237,1,5,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
32380,3238,0,2,5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
32390,3239,1,5,4,2,1,1,4,3,0,0,0,0,1,0,1,1,1,1,0,0,0
32410,3240,0,1,5,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
32420,3241,0,1,1,2,1,5,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
32430,3242,0,1,1,2,5,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
32440,3243,0,1,4,3,2,2,5,2,0,0,0,0,0,1,0,0,1,0,0,0,0
32450,3244,1,3,2,1,4,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
32460,3245,0,3,3,1,5,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
32470,3246,1,3,4,5,5,2,3,0,0,0,0,1,1,1,1,1,0,0,0,0,0
32480,3247,1,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
32490,3248,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32500,3249,0,5,3,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
32510,3250,0,2,1,4,5,3,5,2,0,0,0,0,1,1,1,1,0,1,0,0,0
32520,3251,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
32530,3252,0,3,2,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
